caller_file,caller_symbol,target_file,target_symbol,confidence,line_start,line_end,target_evidence
src/framework/plugins/afk.ts,formatMentionForward,src/framework/plugins/afk.ts,userLabel,medium,109,109,src/framework/plugins/afk.ts:15
src/framework/plugins/afk.ts,formatMentionForward,src/framework/plugins/afk.ts,formatDateTime,medium,110,110,src/framework/plugins/afk.ts:47
src/framework/plugins/afk.ts,formatMentionForward,src/framework/plugins/afk.ts,mentionSourceLines,medium,111,111,src/framework/plugins/afk.ts:60
src/framework/plugins/afk.ts,formatWelcomeBack,"unresolved:[
    `Selamat datang kembali, ${userLabel(summary.record.userJid)}!`,
    `Kamu AFK selama ${durationText(summary.durationMs)} dan ada ${summary.mentions.length} mention yang terlewat.`,
  ].join","[
    `Selamat datang kembali, ${userLabel(summary.record.userJid)}!`,
    `Kamu AFK selama ${durationText(summary.durationMs)} dan ada ${summary.mentions.length} mention yang terlewat.`,
  ].join",low,119,122,
src/framework/plugins/afk.ts,formatWelcomeBack,src/framework/plugins/afk.ts,userLabel,medium,120,120,src/framework/plugins/afk.ts:15
src/framework/plugins/afk.ts,formatWelcomeBack,src/framework/plugins/afk.ts,durationText,medium,121,121,src/framework/plugins/afk.ts:20
src/framework/plugins/afk.ts,formatLeaderboard,unresolved:lines.push,lines.push,low,134,134,
src/framework/plugins/afk.ts,formatLeaderboard,unresolved:entries.entries,entries.entries,low,136,136,
src/framework/plugins/afk.ts,formatLeaderboard,unresolved:lines.push,lines.push,low,137,137,
src/framework/plugins/afk.ts,formatLeaderboard,src/framework/plugins/afk.ts,userLabel,medium,137,137,src/framework/plugins/afk.ts:15
src/framework/plugins/afk.ts,formatLeaderboard,src/framework/plugins/afk.ts,durationText,medium,137,137,src/framework/plugins/afk.ts:20
src/framework/plugins/afk.ts,formatLeaderboard,unresolved:lines.push,lines.push,low,141,141,
src/framework/plugins/afk.ts,formatActiveList,unresolved:lines.push,lines.push,low,153,153,
src/framework/plugins/afk.ts,formatActiveList,unresolved:records.entries,records.entries,low,155,155,
src/framework/plugins/afk.ts,formatActiveList,unresolved:lines.push,lines.push,low,156,156,
src/framework/plugins/afk.ts,formatActiveList,src/framework/plugins/afk.ts,userLabel,medium,156,156,src/framework/plugins/afk.ts:15
src/framework/plugins/afk.ts,formatActiveList,src/framework/plugins/afk.ts,relativeTime,medium,156,156,src/framework/plugins/afk.ts:38
src/framework/plugins/afk.ts,formatActiveList,unresolved:lines.push,lines.push,low,160,160,
src/framework/plugins/afk.ts,formatPrivateStatus,src/framework/plugins/afk.ts,statusBlock,medium,165,165,src/framework/plugins/afk.ts:69
src/framework/plugins/afk.ts,formatPrivateStatus,unresolved:lines.push,lines.push,low,166,166,
src/framework/plugins/afk.ts,formatPrivateStatus,unresolved:lines.push,lines.push,low,169,169,
src/framework/plugins/afk.ts,formatPrivateStatus,"unresolved:mentions.slice(0, 10).entries","mentions.slice(0, 10).entries",low,171,171,
src/framework/plugins/afk.ts,formatPrivateStatus,unresolved:mentions.slice,mentions.slice,low,171,171,
src/framework/plugins/afk.ts,formatPrivateStatus,unresolved:lines.push,lines.push,low,172,172,
src/framework/plugins/afk.ts,formatPrivateStatus,src/framework/plugins/afk.ts,userLabel,medium,172,172,src/framework/plugins/afk.ts:15
src/framework/plugins/afk.ts,formatPrivateStatus,src/framework/plugins/afk.ts,relativeTime,medium,172,172,src/framework/plugins/afk.ts:38
src/framework/plugins/afk.ts,formatPrivateStatus,unresolved:lines.push,lines.push,low,176,176,
src/framework/plugins/afk.ts,formatPrivateStatus,unresolved:lines.join,lines.join,low,177,177,
src/framework/plugins/afk.ts,isAfkCommand,unresolved:message.text?.trim().toLowerCase,message.text?.trim().toLowerCase,low,181,181,
src/framework/plugins/afk.ts,isAfkCommand,unresolved:message.text?.trim,message.text?.trim,low,181,181,
src/framework/plugins/afk.ts,isAfkCommand,unresolved:text.startsWith,text.startsWith,low,183,183,
src/framework/plugins/afk.ts,isAfkCommand,unresolved:text.startsWith,text.startsWith,low,183,183,
src/framework/plugins/afk.ts,load,unresolved:context.services.get,context.services.get,low,192,192,
src/framework/plugins/afk.ts,load,unresolved:context.services.get,context.services.get,low,193,193,
src/framework/plugins/afk.ts,load,unresolved:context.commands.register,context.commands.register,low,195,253,
src/framework/plugins/afk.ts,load,unresolved:jidNormalizedUser,jidNormalizedUser,low,203,203,
src/framework/plugins/afk.ts,load,unresolved:args[0]?.toLowerCase,args[0]?.toLowerCase,low,206,206,
src/framework/plugins/afk.ts,load,src/framework/plugins/afk.ts,now,medium,208,208,src/framework/plugins/afk.ts:208
src/framework/plugins/afk.ts,load,src/services/afk-service.ts,listActive,medium,209,209,src/services/afk-service.ts:284
src/framework/plugins/afk.ts,load,src/services/afk-service.ts,listLeaderboard,medium,210,210,src/services/afk-service.ts:296
src/framework/plugins/afk.ts,load,unresolved:reply,reply,low,211,220,
src/framework/plugins/afk.ts,load,"unresolved:[
              ...formatActiveList(activeRecords, now),
              '',
              ...formatLeaderboard(leaderboard, afk.totalRecorded()),
              '━━━━━━━━━━━━━━━━━━━━',
              '*© Allyssea Roleplay Community*',
            ].join","[
              ...formatActiveList(activeRecords, now),
              '',
              ...formatLeaderboard(leaderboard, afk.totalRecorded()),
              '━━━━━━━━━━━━━━━━━━━━',
              '*© Allyssea Roleplay Community*',
            ].join",low,211,217,
src/framework/plugins/afk.ts,load,src/framework/plugins/afk.ts,formatActiveList,medium,212,212,src/framework/plugins/afk.ts:145
src/framework/plugins/afk.ts,load,src/framework/plugins/afk.ts,formatLeaderboard,medium,214,214,src/framework/plugins/afk.ts:125
src/framework/plugins/afk.ts,load,src/services/afk-service.ts,totalRecorded,medium,214,214,src/services/afk-service.ts:312
src/framework/plugins/afk.ts,load,src/framework/plugins/afk.ts,mentionOptions,medium,217,220,src/framework/plugins/afk.ts:33
src/framework/plugins/afk.ts,load,unresolved:activeRecords.map,activeRecords.map,low,218,218,
src/framework/plugins/afk.ts,load,unresolved:leaderboard.map,leaderboard.map,low,219,219,
src/framework/plugins/afk.ts,load,src/services/afk-service.ts,listLeaderboard,medium,225,225,src/services/afk-service.ts:296
src/framework/plugins/afk.ts,load,unresolved:reply,reply,low,226,230,
src/framework/plugins/afk.ts,load,"unresolved:[
              ...formatLeaderboard(leaderboard, afk.totalRecorded()),
              '━━━━━━━━━━━━━━━━━━━━',
              '*© Allyssea Roleplay Community*',
            ].join","[
              ...formatLeaderboard(leaderboard, afk.totalRecorded()),
              '━━━━━━━━━━━━━━━━━━━━',
              '*© Allyssea Roleplay Community*',
            ].join",low,226,230,
src/framework/plugins/afk.ts,load,src/framework/plugins/afk.ts,formatLeaderboard,medium,227,227,src/framework/plugins/afk.ts:125
src/framework/plugins/afk.ts,load,src/services/afk-service.ts,totalRecorded,medium,227,227,src/services/afk-service.ts:312
src/framework/plugins/afk.ts,load,src/framework/plugins/afk.ts,mentionOptions,medium,230,230,src/framework/plugins/afk.ts:33
src/framework/plugins/afk.ts,load,unresolved:leaderboard.map,leaderboard.map,low,230,230,
src/framework/plugins/afk.ts,load,unresolved:afk.getActive,afk.getActive,low,235,235,
src/framework/plugins/afk.ts,load,unresolved:whatsapp.sendText,whatsapp.sendText,low,237,237,
src/framework/plugins/afk.ts,load,src/services/afk-service.ts,getMentions,medium,240,240,src/services/afk-service.ts:264
src/framework/plugins/afk.ts,load,unresolved:whatsapp.sendText,whatsapp.sendText,low,241,245,
src/framework/plugins/afk.ts,load,src/framework/plugins/afk.ts,formatPrivateStatus,medium,243,243,src/framework/plugins/afk.ts:164
src/framework/plugins/afk.ts,load,src/framework/plugins/afk.ts,now,medium,243,243,src/framework/plugins/afk.ts:208
src/framework/plugins/afk.ts,load,src/framework/plugins/afk.ts,mentionOptions,medium,244,244,src/framework/plugins/afk.ts:33
src/framework/plugins/afk.ts,load,unresolved:mentions.map,mentions.map,low,244,244,
src/framework/plugins/afk.ts,load,unresolved:args.join(' ').trim,args.join(' ').trim,low,249,249,
src/framework/plugins/afk.ts,load,unresolved:args.join,args.join,low,249,249,
src/framework/plugins/afk.ts,load,unresolved:afk.start,afk.start,low,250,250,
src/framework/plugins/afk.ts,load,src/framework/plugins/afk.ts,now,medium,250,250,src/framework/plugins/afk.ts:208
src/framework/plugins/afk.ts,load,unresolved:reply,reply,low,251,251,
src/framework/plugins/afk.ts,load,src/framework/plugins/afk.ts,formatAfkEnabled,medium,251,251,src/framework/plugins/afk.ts:81
src/framework/plugins/afk.ts,load,src/framework/plugins/afk.ts,mentionOptions,medium,251,251,src/framework/plugins/afk.ts:33
src/framework/plugins/afk.ts,load,unresolved:context.events.on,context.events.on,low,255,311,
src/framework/plugins/afk.ts,load,unresolved:jidNormalizedUser,jidNormalizedUser,low,257,257,
src/framework/plugins/afk.ts,load,src/framework/plugins/afk.ts,now,medium,258,258,src/framework/plugins/afk.ts:208
src/framework/plugins/afk.ts,load,unresolved:afk.getActive,afk.getActive,low,259,259,
src/framework/plugins/afk.ts,load,src/framework/validation.ts,isGroupJid,medium,261,261,src/framework/validation.ts:13
src/framework/plugins/afk.ts,load,src/services/group-configuration-service.ts,resolvePrefix,medium,262,262,src/services/group-configuration-service.ts:308
src/framework/plugins/afk.ts,load,src/framework/plugins/afk.ts,isAfkCommand,medium,265,265,src/framework/plugins/afk.ts:180
src/framework/plugins/afk.ts,load,unresolved:afk.finish,afk.finish,low,266,266,
src/framework/plugins/afk.ts,load,unresolved:whatsapp.sendText,whatsapp.sendText,low,268,272,
src/framework/plugins/afk.ts,load,src/framework/plugins/afk.ts,formatWelcomeBack,medium,270,270,src/framework/plugins/afk.ts:118
src/framework/plugins/afk.ts,load,src/framework/plugins/afk.ts,mentionOptions,medium,271,271,src/framework/plugins/afk.ts:33
src/framework/plugins/afk.ts,load,src/services/afk-service.ts,touchPresence,medium,275,275,src/services/afk-service.ts:185
src/framework/plugins/afk.ts,load,"unresolved:[...new Set(referencedJids.map((jid) => jidNormalizedUser(jid)))]
          .filter((targetJid) => targetJid !== senderJid)
          .map((targetJid) => ({ targetJid, record: afk.getActive(targetJid) }))
          .filter","[...new Set(referencedJids.map((jid) => jidNormalizedUser(jid)))]
          .filter((targetJid) => targetJid !== senderJid)
          .map((targetJid) => ({ targetJid, record: afk.getActive(targetJid) }))
          .filter",low,282,285,
src/framework/plugins/afk.ts,load,"unresolved:[...new Set(referencedJids.map((jid) => jidNormalizedUser(jid)))]
          .filter((targetJid) => targetJid !== senderJid)
          .map","[...new Set(referencedJids.map((jid) => jidNormalizedUser(jid)))]
          .filter((targetJid) => targetJid !== senderJid)
          .map",low,282,284,
src/framework/plugins/afk.ts,load,"unresolved:[...new Set(referencedJids.map((jid) => jidNormalizedUser(jid)))]
          .filter","[...new Set(referencedJids.map((jid) => jidNormalizedUser(jid)))]
          .filter",low,282,283,
src/framework/plugins/afk.ts,load,unresolved:referencedJids.map,referencedJids.map,low,282,282,
src/framework/plugins/afk.ts,load,unresolved:jidNormalizedUser,jidNormalizedUser,low,282,282,
src/framework/plugins/afk.ts,load,unresolved:afk.getActive,afk.getActive,low,284,284,
src/framework/plugins/afk.ts,load,unresolved:Boolean,Boolean,low,285,285,
src/framework/plugins/afk.ts,load,unresolved:Promise.allSettled,Promise.allSettled,low,287,310,
src/framework/plugins/afk.ts,load,unresolved:targets.map,targets.map,low,287,310,
src/framework/plugins/afk.ts,load,src/services/afk-service.ts,recordMentionWithResult,medium,288,296,src/services/afk-service.ts:218
src/framework/plugins/afk.ts,load,unresolved:whatsapp.sendText,whatsapp.sendText,low,298,302,
src/framework/plugins/afk.ts,load,src/framework/plugins/afk.ts,formatMentionNotice,medium,300,300,src/framework/plugins/afk.ts:93
src/framework/plugins/afk.ts,load,src/framework/plugins/afk.ts,mentionOptions,medium,301,301,src/framework/plugins/afk.ts:33
src/framework/plugins/afk.ts,load,unresolved:whatsapp.sendText,whatsapp.sendText,low,304,308,
src/framework/plugins/afk.ts,load,src/framework/plugins/afk.ts,formatMentionForward,medium,306,306,src/framework/plugins/afk.ts:105
src/framework/plugins/afk.ts,load,src/framework/plugins/afk.ts,mentionOptions,medium,307,307,src/framework/plugins/afk.ts:33
src/framework/plugins/ai.ts,pipeInput,unresolved:context.args.join(' ').indexOf,context.args.join(' ').indexOf,low,16,16,
src/framework/plugins/ai.ts,pipeInput,unresolved:context.args.join,context.args.join,low,16,16,
src/framework/plugins/ai.ts,pipeInput,"unresolved:context.args.join(' ').slice(0, separator).trim","context.args.join(' ').slice(0, separator).trim",low,18,18,
src/framework/plugins/ai.ts,pipeInput,unresolved:context.args.join(' ').slice,context.args.join(' ').slice,low,18,18,
src/framework/plugins/ai.ts,pipeInput,unresolved:context.args.join,context.args.join,low,18,18,
src/framework/plugins/ai.ts,pipeInput,unresolved:context.args.join(' ').slice(separator + 1).trim,context.args.join(' ').slice(separator + 1).trim,low,19,19,
src/framework/plugins/ai.ts,pipeInput,unresolved:context.args.join(' ').slice,context.args.join(' ').slice,low,19,19,
src/framework/plugins/ai.ts,pipeInput,unresolved:context.args.join,context.args.join,low,19,19,
src/framework/plugins/ai.ts,load,src/ai-handler.ts,createAiHandler,medium,39,43,src/ai-handler.ts:95
src/framework/plugins/ai.ts,load,unresolved:context.commands.register,context.commands.register,low,45,66,
src/framework/plugins/ai.ts,load,src/framework/plugins/ai.ts,pipeInput,medium,53,53,src/framework/plugins/ai.ts:15
src/framework/plugins/ai.ts,load,unresolved:commandContext.reply,commandContext.reply,low,55,55,
src/framework/plugins/ai.ts,load,src/framework/plugins/ai.ts,handler,medium,59,59,src/framework/plugins/ai.ts:39
src/framework/plugins/ai.ts,load,unresolved:commandContext.reply,commandContext.reply,low,60,60,
src/framework/plugins/ai.ts,load,unresolved:commandContext.logger.warn,commandContext.logger.warn,low,62,62,
src/framework/plugins/ai.ts,load,unresolved:commandContext.reply,commandContext.reply,low,63,63,
src/framework/plugins/ai.ts,load,src/framework/plugins/ai.ts,safeFailureMessage,medium,63,63,src/framework/plugins/ai.ts:23
src/framework/plugins/ai.ts,load,unresolved:context.commands.register,context.commands.register,low,68,89,
src/framework/plugins/ai.ts,load,unresolved:commandContext.args.join(' ').trim,commandContext.args.join(' ').trim,low,76,76,
src/framework/plugins/ai.ts,load,unresolved:commandContext.args.join,commandContext.args.join,low,76,76,
src/framework/plugins/ai.ts,load,unresolved:commandContext.reply,commandContext.reply,low,78,78,
src/framework/plugins/ai.ts,load,src/framework/plugins/ai.ts,handler,medium,82,82,src/framework/plugins/ai.ts:39
src/framework/plugins/ai.ts,load,unresolved:commandContext.reply,commandContext.reply,low,83,83,
src/framework/plugins/ai.ts,load,unresolved:commandContext.logger.warn,commandContext.logger.warn,low,85,85,
src/framework/plugins/ai.ts,load,unresolved:commandContext.reply,commandContext.reply,low,86,86,
src/framework/plugins/ai.ts,load,src/framework/plugins/ai.ts,safeFailureMessage,medium,86,86,src/framework/plugins/ai.ts:23
src/framework/plugins/ai.ts,load,unresolved:context.commands.register,context.commands.register,low,91,117,
src/framework/plugins/ai.ts,load,unresolved:commandContext.args.join(' ').trim,commandContext.args.join(' ').trim,low,99,99,
src/framework/plugins/ai.ts,load,unresolved:commandContext.args.join,commandContext.args.join,low,99,99,
src/framework/plugins/ai.ts,load,unresolved:commandContext.reply,commandContext.reply,low,101,101,
src/framework/plugins/ai.ts,load,src/framework/plugins/ai.ts,usage,medium,101,101,src/framework/plugins/ai.ts:11
src/framework/plugins/ai.ts,load,unresolved:commandContext.reply,commandContext.reply,low,105,105,
src/framework/plugins/ai.ts,load,src/framework/plugins/ai.ts,handler,medium,110,110,src/framework/plugins/ai.ts:39
src/framework/plugins/ai.ts,load,unresolved:commandContext.reply,commandContext.reply,low,111,111,
src/framework/plugins/ai.ts,load,unresolved:commandContext.logger.warn,commandContext.logger.warn,low,113,113,
src/framework/plugins/ai.ts,load,unresolved:commandContext.reply,commandContext.reply,low,114,114,
src/framework/plugins/ai.ts,load,src/framework/plugins/ai.ts,safeFailureMessage,medium,114,114,src/framework/plugins/ai.ts:23
src/framework/plugins/ai.ts,load,unresolved:context.commands.register,context.commands.register,low,119,144,
src/framework/plugins/ai.ts,load,unresolved:commandContext.args.join(' ').trim,commandContext.args.join(' ').trim,low,127,127,
src/framework/plugins/ai.ts,load,unresolved:commandContext.args.join,commandContext.args.join,low,127,127,
src/framework/plugins/ai.ts,load,unresolved:commandContext.reply,commandContext.reply,low,129,129,
src/framework/plugins/ai.ts,load,unresolved:commandContext.reply,commandContext.reply,low,133,133,
src/framework/plugins/ai.ts,load,src/framework/plugins/ai.ts,handler,medium,137,137,src/framework/plugins/ai.ts:39
src/framework/plugins/ai.ts,load,unresolved:commandContext.reply,commandContext.reply,low,138,138,
src/framework/plugins/ai.ts,load,unresolved:commandContext.logger.warn,commandContext.logger.warn,low,140,140,
src/framework/plugins/ai.ts,load,unresolved:commandContext.reply,commandContext.reply,low,141,141,
src/framework/plugins/ai.ts,load,src/framework/plugins/ai.ts,safeFailureMessage,medium,141,141,src/framework/plugins/ai.ts:23
src/framework/plugins/ai.ts,<module>,src/framework/plugins/ai.ts,createAiPlugin,medium,149,149,src/framework/plugins/ai.ts:34
src/framework/plugins/character-guide.ts,characterService,unresolved:ctx.services.get,ctx.services.get,low,35,35,
src/framework/plugins/character-guide.ts,groupContextService,unresolved:ctx.services.get,ctx.services.get,low,39,39,
src/framework/plugins/character-guide.ts,groupJid,src/framework/validation.ts,isGroupJid,medium,43,43,src/framework/validation.ts:13
src/framework/plugins/character-guide.ts,canonicalJid,unresolved:value.trim().toLowerCase().replace,value.trim().toLowerCase().replace,low,51,51,
src/framework/plugins/character-guide.ts,canonicalJid,unresolved:value.trim().toLowerCase,value.trim().toLowerCase,low,51,51,
src/framework/plugins/character-guide.ts,canonicalJid,unresolved:value.trim,value.trim,low,51,51,
src/framework/plugins/character-guide.ts,onboardingKey,src/framework/plugins/character-guide.ts,canonicalJid,medium,55,55,src/framework/plugins/character-guide.ts:50
src/framework/plugins/character-guide.ts,onboardingKey,src/framework/plugins/character-guide.ts,canonicalJid,medium,55,55,src/framework/plugins/character-guide.ts:50
src/framework/plugins/character-guide.ts,sameJid,src/framework/plugins/character-guide.ts,canonicalJid,medium,60,60,src/framework/plugins/character-guide.ts:50
src/framework/plugins/character-guide.ts,sameJid,src/framework/plugins/character-guide.ts,canonicalJid,medium,60,60,src/framework/plugins/character-guide.ts:50
src/framework/plugins/character-guide.ts,cardCode,"unresolved:createHash('sha256').update(messageId).digest('hex').slice(0, 12).toUpperCase","createHash('sha256').update(messageId).digest('hex').slice(0, 12).toUpperCase",low,64,64,
src/framework/plugins/character-guide.ts,cardCode,unresolved:createHash('sha256').update(messageId).digest('hex').slice,createHash('sha256').update(messageId).digest('hex').slice,low,64,64,
src/framework/plugins/character-guide.ts,cardCode,src/services/character-guide-service.ts,digest,medium,64,64,src/services/character-guide-service.ts:263
src/framework/plugins/character-guide.ts,cardCode,unresolved:createHash('sha256').update,createHash('sha256').update,low,64,64,
src/framework/plugins/character-guide.ts,cardCode,unresolved:createHash,createHash,low,64,64,
src/framework/plugins/character-guide.ts,renderIdCard,"unresolved:[
    'Character ID Card',
    `Registration ID: ${code}`,
    '',
    'Name:',
    'Gender:',
    'Age:',
    'Birthday:',
    'Race:',
    'Class:',
    'Element:',
    'Spirit: —',
    'Crew: —',
    'Will Of Path:',
    'Profession: —',
    'Motto: —',
    'Visual: —',
    'Origin: —',
  ].join","[
    'Character ID Card',
    `Registration ID: ${code}`,
    '',
    'Name:',
    'Gender:',
    'Age:',
    'Birthday:',
    'Race:',
    'Class:',
    'Element:',
    'Spirit: —',
    'Crew: —',
    'Will Of Path:',
    'Profession: —',
    'Motto: —',
    'Visual: —',
    'Origin: —',
  ].join",low,68,86,
src/framework/plugins/character-guide.ts,renderGuideInstructions,"unresolved:[
    'Panduan pengisian Character ID Card',
    'Isi bagian setelah tanda titik dua.',
    'Gunakan format sederhana seperti contoh berikut:',
    '',
    'Name: Aruna',
    'Gender: Female',
    'Age: 24',
    'Birthday: 12 Zephyra 776 KAR',
    'Race: Human',
    'Class: Knight',
    'Element: Fire',
    'Will Of Path: Neutral',
    'Profession: Librarian',
    'Motto: Penjaga yang tidak menyerah',
    'Visual: —',
    'Origin: —',
    '',
    'Bold, italic, code mark, spasi berlebih, baris kosong, dan urutan field yang berbeda tetap dapat dibaca. Jangan mengisi Money, Membership, Rank, Level, atau Inventory karena nilainya diatur server.',
  ].join","[
    'Panduan pengisian Character ID Card',
    'Isi bagian setelah tanda titik dua.',
    'Gunakan format sederhana seperti contoh berikut:',
    '',
    'Name: Aruna',
    'Gender: Female',
    'Age: 24',
    'Birthday: 12 Zephyra 776 KAR',
    'Race: Human',
    'Class: Knight',
    'Element: Fire',
    'Will Of Path: Neutral',
    'Profession: Librarian',
    'Motto: Penjaga yang tidak menyerah',
    'Visual: —',
    'Origin: —',
    '',
    'Bold, italic, code mark, spasi berlebih, baris kosong, dan urutan field yang berbeda tetap dapat dibaca. Jangan mengisi Money, Membership, Rank, Level, atau Inventory karena nilainya diatur server.',
  ].join",low,90,109,
src/framework/plugins/character-guide.ts,renderPrivateCharacterGuide,"unresolved:[
    'Your Character',
    'Command yang tersedia:',
    '!character — melihat Character aktif',
    '!deletechar — menonaktifkan Character dengan konfirmasi',
    '!daftar — memulai Character baru setelah tidak ada Character aktif',
    '!retry — mengulang session yang belum selesai',
    '!cancel — membatalkan session yang belum selesai',
    '!guider — melihat kontak guider di grup',
  ].join","[
    'Your Character',
    'Command yang tersedia:',
    '!character — melihat Character aktif',
    '!deletechar — menonaktifkan Character dengan konfirmasi',
    '!daftar — memulai Character baru setelah tidak ada Character aktif',
    '!retry — mengulang session yang belum selesai',
    '!cancel — membatalkan session yang belum selesai',
    '!guider — melihat kontak guider di grup',
  ].join",low,113,122,
src/framework/plugins/character-guide.ts,renderSimpleGuide,"unresolved:[
    'Cara mudahnya:',
    'Name adalah nama karakter.',
    'Gender adalah jenis kelamin karakter.',
    'Age adalah umur karakter.',
    'Birthday adalah tanggal lahir dalam kalender KAR.',
    'Race adalah ras karakter.',
    'Class adalah kelas atau keahlian utama.',
    'Element adalah elemen kekuatan.',
    'Will Of Path adalah Light, Dark, atau Neutral.',
    'Bagian lain boleh dikosongkan dengan tanda —.',
  ].join","[
    'Cara mudahnya:',
    'Name adalah nama karakter.',
    'Gender adalah jenis kelamin karakter.',
    'Age adalah umur karakter.',
    'Birthday adalah tanggal lahir dalam kalender KAR.',
    'Race adalah ras karakter.',
    'Class adalah kelas atau keahlian utama.',
    'Element adalah elemen kekuatan.',
    'Will Of Path adalah Light, Dark, atau Neutral.',
    'Bagian lain boleh dikosongkan dengan tanda —.',
  ].join",low,126,137,
src/framework/plugins/character-guide.ts,renderSaveUsage,"unresolved:[
    `Format: ${prefix}savecharacter`,
    'Reply ID Card dengan command tersebut dan isi seluruh field di bawahnya.',
    `Contoh: ${prefix}savecharacter`,
  ].join","[
    `Format: ${prefix}savecharacter`,
    'Reply ID Card dengan command tersebut dan isi seluruh field di bawahnya.',
    `Contoh: ${prefix}savecharacter`,
  ].join",low,141,145,
src/framework/plugins/character-guide.ts,renderParseIssues,"unresolved:[
    'Character Sheet belum disimpan.',
    'Perbaiki bagian berikut:',
    ...issues.slice(0, 8).map((item) => `- ${item.field ? `${item.field}: ` : ''}${item.message}`),
    '',
    'Silakan reply ulang ID Card dengan data yang sudah diperbaiki menggunakan !savecharacter.',
  ].join","[
    'Character Sheet belum disimpan.',
    'Perbaiki bagian berikut:',
    ...issues.slice(0, 8).map((item) => `- ${item.field ? `${item.field}: ` : ''}${item.message}`),
    '',
    'Silakan reply ulang ID Card dengan data yang sudah diperbaiki menggunakan !savecharacter.',
  ].join",low,149,155,
src/framework/plugins/character-guide.ts,renderParseIssues,"unresolved:issues.slice(0, 8).map","issues.slice(0, 8).map",low,152,152,
src/framework/plugins/character-guide.ts,renderParseIssues,unresolved:issues.slice,issues.slice,low,152,152,
src/framework/plugins/character-guide.ts,renderCharacter,"unresolved:[
    'Your Character',
    `Name: ${record.name}`,
    `Gender: ${record.gender}`,
    `Age: ${record.age}`,
    `Birthday: ${record.birthday}`,
    `Race: ${record.race}`,
    `Class: ${record.className}`,
    `Element: ${record.element}`,
    `Spirit: ${record.spirit ?? '—'}`,
    `Crew: ${record.crew ?? '—'}`,
    `Rank: ${record.rank}`,
    `Level: ${record.level}`,
    `Will Of Path: ${record.willOfPath}`,
    `Profession: ${record.profession ?? '—'}`,
    `Titles: ${record.titles.join(', ') || '—'}`,
    `Motto: ${record.motto ?? '—'}`,
    `Visual: ${record.visual ?? '—'}`,
    `Origin: ${record.origin ?? '—'}`,
  ].join","[
    'Your Character',
    `Name: ${record.name}`,
    `Gender: ${record.gender}`,
    `Age: ${record.age}`,
    `Birthday: ${record.birthday}`,
    `Race: ${record.race}`,
    `Class: ${record.className}`,
    `Element: ${record.element}`,
    `Spirit: ${record.spirit ?? '—'}`,
    `Crew: ${record.crew ?? '—'}`,
    `Rank: ${record.rank}`,
    `Level: ${record.level}`,
    `Will Of Path: ${record.willOfPath}`,
    `Profession: ${record.profession ?? '—'}`,
    `Titles: ${record.titles.join(', ') || '—'}`,
    `Motto: ${record.motto ?? '—'}`,
    `Visual: ${record.visual ?? '—'}`,
    `Origin: ${record.origin ?? '—'}`,
  ].join",low,160,179,
src/framework/plugins/character-guide.ts,renderCharacter,unresolved:record.titles.join,record.titles.join,low,175,175,
src/framework/plugins/character-guide.ts,parseCardCode,src/framework/plugins/character-guide.ts,match,medium,183,183,src/framework/plugins/character-guide.ts:183
src/framework/plugins/character-guide.ts,parseCardCode,unresolved:match?.[1]?.toUpperCase,match?.[1]?.toUpperCase,low,184,184,
src/framework/plugins/character-guide.ts,isCommand,unresolved:Boolean,Boolean,low,188,188,
src/framework/plugins/character-guide.ts,isCommand,unresolved:text?.trimStart().startsWith,text?.trimStart().startsWith,low,188,188,
src/framework/plugins/character-guide.ts,isCommand,unresolved:text?.trimStart,text?.trimStart,low,188,188,
src/framework/plugins/character-guide.ts,choiceFromMessage,unresolved:message.buttonId?.trim().toLowerCase,message.buttonId?.trim().toLowerCase,low,192,192,
src/framework/plugins/character-guide.ts,choiceFromMessage,unresolved:message.buttonId?.trim,message.buttonId?.trim,low,192,192,
src/framework/plugins/character-guide.ts,choiceFromMessage,unresolved:message.text?.trim().toLowerCase,message.text?.trim().toLowerCase,low,194,194,
src/framework/plugins/character-guide.ts,choiceFromMessage,unresolved:message.text?.trim,message.text?.trim,low,194,194,
src/framework/plugins/character-guide.ts,sendQuickReplies,unresolved:whatsapp.sendNativeQuickReplies,whatsapp.sendNativeQuickReplies,low,212,212,
src/framework/plugins/character-guide.ts,sendQuickReplies,unresolved:whatsapp.sendText,whatsapp.sendText,low,218,218,
src/framework/plugins/character-guide.ts,guideRequirement,unresolved:mode.toUpperCase,mode.toUpperCase,low,223,223,
src/framework/plugins/character-guide.ts,load,unresolved:context.services.get,context.services.get,low,235,235,
src/framework/plugins/character-guide.ts,load,unresolved:context.services.get,context.services.get,low,236,236,
src/framework/plugins/character-guide.ts,load,src/framework/plugins/utility-fun.ts,max,medium,237,237,src/framework/plugins/utility-fun.ts:155
src/framework/plugins/character-guide.ts,load,src/framework/plugins/character-guide.ts,now,medium,242,242,src/framework/plugins/character-guide.ts:242
src/framework/plugins/character-guide.ts,load,unresolved:onboarding.delete,onboarding.delete,low,243,243,
src/framework/plugins/character-guide.ts,load,unresolved:deleteConfirmations.delete,deleteConfirmations.delete,low,244,244,
src/framework/plugins/character-guide.ts,load,src/framework/plugins/character-guide.ts,onboardingKey,medium,248,248,src/framework/plugins/character-guide.ts:54
src/framework/plugins/character-guide.ts,load,unresolved:cardLocks.get,cardLocks.get,low,250,250,
