source_file,target_file,imported_symbols,line_start,line_end
tests/economy-cache.test.js,unresolved:../dist/framework/plugins/economy.js,economyPlugin,9,9
tests/economy-cache.test.js,unresolved:../dist/services/economy-service.js,EconomyService|EconomyOperationError|EconomyUnavailableError|createEconomyOperationKey,3,8
tests/errors.test.js,external:node:assert/strict,default:assert,1,1
tests/errors.test.js,external:node:test,test,2,2
tests/errors.test.js,unresolved:../dist/errors.js,AllybotError,3,3
tests/framework.test.js,external:node:assert/strict,default:assert,2,2
tests/framework.test.js,external:node:fs,mkdtempSync|rmSync,3,3
tests/framework.test.js,external:node:os,tmpdir,4,4
tests/framework.test.js,external:node:path,join,5,5
tests/framework.test.js,external:node:test,default:test,1,1
tests/framework.test.js,external:pino,default:pino,6,6
tests/framework.test.js,tests/helpers/fake-whatsapp.js,createFakeWhatsapp,11,11
tests/framework.test.js,unresolved:../dist/framework/command-registry.js,CommandRegistry,9,9
tests/framework.test.js,unresolved:../dist/framework/event-bus.js,EventBus,7,7
tests/framework.test.js,unresolved:../dist/framework/plugin-manager.js,PluginManager,10,10
tests/framework.test.js,unresolved:../dist/framework/service-registry.js,ServiceRegistry,8,8
tests/framework.test.js,unresolved:../dist/services/character-service.js,CharacterService,12,12
tests/framework.test.js,unresolved:../dist/services/platform-guardrail-service.js,PlatformGuardrailService,13,13
tests/group-configuration.test.js,external:node:assert/strict,default:assert,1,1
tests/group-configuration.test.js,external:node:fs,mkdtempSync|rmSync,2,2
tests/group-configuration.test.js,external:node:os,tmpdir,4,4
tests/group-configuration.test.js,external:node:path,join,3,3
tests/group-configuration.test.js,external:node:test,test,5,5
tests/group-configuration.test.js,external:pino,default:pino,6,6
tests/group-configuration.test.js,unresolved:../dist/framework/application.js,ApplicationFramework,7,7
tests/group-configuration.test.js,unresolved:../dist/framework/plugins/group.js,groupPlugin,8,8
tests/group-configuration.test.js,unresolved:../dist/permissions.js,createPermissionResolver,10,10
tests/group-configuration.test.js,unresolved:../dist/services/group-configuration-service.js,GroupConfigurationService,9,9
tests/group-context-service.test.js,external:node:assert/strict,default:assert,1,1
tests/group-context-service.test.js,external:node:test,default:test,2,2
tests/group-context-service.test.js,external:pino,default:pino,3,3
tests/group-context-service.test.js,unresolved:../dist/services/group-context-service.js,GroupContextService,4,4
tests/group-context.test.js,external:node:assert/strict,default:assert,1,1
tests/group-context.test.js,external:node:test,default:test,2,2
tests/group-context.test.js,external:pino,default:pino,3,3
tests/group-context.test.js,unresolved:../dist/framework/message-gate.js,MessageGateRegistry,4,4
tests/group-context.test.js,unresolved:../dist/framework/plugins/group-context.js,createGroupContextPlugin,5,5
tests/group-safety-redis.test.js,external:node:assert/strict,default:assert,1,1
tests/group-safety-redis.test.js,external:node:fs,mkdtempSync|rmSync,3,3
tests/group-safety-redis.test.js,external:node:os,tmpdir,4,4
tests/group-safety-redis.test.js,external:node:path,join,5,5
tests/group-safety-redis.test.js,external:node:test,default:test,2,2
tests/group-safety-redis.test.js,external:pino,default:pino,6,6
tests/group-safety-redis.test.js,unresolved:../dist/services/group-safety-service.js,GroupSafetyService,7,7
tests/group-safety-redis.test.js,unresolved:../dist/services/platform-guardrail-service.js,PlatformGuardrailService,8,8
tests/group-setup-plugin.test.js,external:node:assert/strict,default:assert,2,2
tests/group-setup-plugin.test.js,external:node:fs,mkdtempSync|rmSync,3,3
tests/group-setup-plugin.test.js,external:node:os,tmpdir,4,4
tests/group-setup-plugin.test.js,external:node:path,join,5,5
tests/group-setup-plugin.test.js,external:node:test,default:test,1,1
tests/group-setup-plugin.test.js,external:pino,default:pino,6,6
tests/group-setup-plugin.test.js,unresolved:../dist/framework/plugins/group-setup-mission.js,createGroupSetupMissionPlugin,7,7
tests/group.test.js,external:node:assert/strict,default:assert,1,1
tests/group.test.js,external:node:fs,mkdtempSync|rmSync,2,2
tests/group.test.js,external:node:os,tmpdir,4,4
tests/group.test.js,external:node:path,join,3,3
tests/group.test.js,external:node:test,test,5,5
tests/group.test.js,external:pino,default:pino,6,6
tests/group.test.js,unresolved:../dist/framework/application.js,ApplicationFramework,7,7
tests/group.test.js,unresolved:../dist/framework/plugins/group.js,groupPlugin,8,8
tests/group.test.js,unresolved:../dist/platform/validation.js,isGroupJid,10,10
tests/group.test.js,unresolved:../dist/services/group-configuration-service.js,GroupConfigurationService,9,9
tests/integration.test.js,external:node:assert/strict,default:assert,2,2
tests/integration.test.js,external:node:test,default:test,1,1
tests/integration.test.js,external:pino,default:pino,3,3
tests/integration.test.js,unresolved:../dist/framework/application.js,ApplicationFramework,4,4
tests/integration.test.js,unresolved:../dist/framework/plugins/diagnostics.js,diagnosticsPlugin,5,5
tests/integration.test.js,unresolved:../dist/framework/plugins/group.js,groupPlugin,7,7
tests/integration.test.js,unresolved:../dist/framework/plugins/technical.js,technicalPlugin,6,6
tests/integration.test.js,unresolved:../dist/permissions.js,createPermissionResolver,8,8
tests/logger-privacy.test.js,external:node:assert/strict,default:assert,1,1
tests/logger-privacy.test.js,external:node:child_process,spawnSync,2,2
tests/logger-privacy.test.js,external:node:test,test,3,3
tests/maintenance.test.js,external:node:assert/strict,default:assert,1,1
tests/maintenance.test.js,external:node:test,test,2,2
tests/maintenance.test.js,external:pino,default:pino,3,3
tests/maintenance.test.js,unresolved:../dist/config.js,loadConfig|publicConfig,4,4
tests/maintenance.test.js,unresolved:../dist/whatsapp.js,WhatsAppConnection,5,5
tests/media-plugin.test.js,external:node:assert/strict,default:assert,1,1
tests/media-plugin.test.js,external:node:test,test,2,2
tests/media-plugin.test.js,external:pino,default:pino,3,3
tests/media-plugin.test.js,unresolved:../dist/framework/command-registry.js,CommandRegistry,4,4
tests/media-plugin.test.js,unresolved:../dist/framework/event-bus.js,EventBus,5,5
tests/media-plugin.test.js,unresolved:../dist/framework/plugins/media.js,createMediaPlugin,6,6
tests/media-plugin.test.js,unresolved:../dist/media.js,FfmpegMediaTransformer|MediaTransformError,7,7
tests/menu.test.js,external:node:assert/strict,default:assert,1,1
tests/menu.test.js,external:node:test,test,2,2
tests/menu.test.js,external:pino,default:pino,3,3
tests/menu.test.js,unresolved:../dist/framework/command-registry.js,CommandRegistry,4,4
tests/menu.test.js,unresolved:../dist/framework/event-bus.js,EventBus,5,5
tests/menu.test.js,unresolved:../dist/framework/plugins/menu.js,menuPlugin,7,7
tests/menu.test.js,unresolved:../dist/framework/service-registry.js,ServiceRegistry,6,6
tests/neon-chat-log-control.test.js,external:node:assert/strict,default:assert,1,1
tests/neon-chat-log-control.test.js,external:node:fs,mkdtempSync|rmSync,4,4
tests/neon-chat-log-control.test.js,external:node:os,tmpdir,5,5
tests/neon-chat-log-control.test.js,external:node:path,join,6,6
tests/neon-chat-log-control.test.js,external:node:test,default:test,2,2
tests/neon-chat-log-control.test.js,external:pino,default:pino,3,3
tests/neon-chat-log-control.test.js,unresolved:../dist/framework/application.js,ApplicationFramework,7,7
tests/neon-chat-log-control.test.js,unresolved:../dist/framework/plugins/neon-chat-log.js,createNeonChatLogPlugin|NEON_CHAT_LOG_SUPPRESSION_FEATURE_ID,10,10
tests/neon-chat-log-control.test.js,unresolved:../dist/permissions.js,createPermissionResolver,8,8
tests/neon-chat-log-control.test.js,unresolved:../dist/services/platform-guardrail-service.js,PlatformGuardrailService,9,9
tests/neon-chat-log-migration.test.js,external:node:assert/strict,default:assert,1,1
tests/neon-chat-log-migration.test.js,external:node:fs/promises,readFile,3,3
tests/neon-chat-log-migration.test.js,external:node:path,dirname|join,5,5
tests/neon-chat-log-migration.test.js,external:node:test,default:test,2,2
tests/neon-chat-log-migration.test.js,external:node:url,fileURLToPath,4,4
tests/neon-chat-log-plugin.test.js,external:node:assert/strict,default:assert,1,1
tests/neon-chat-log-plugin.test.js,external:node:test,default:test,2,2
tests/neon-chat-log-plugin.test.js,unresolved:../dist/config.js,loadConfig,3,3
tests/neon-chat-log-plugin.test.js,unresolved:../dist/framework/plugins/neon-chat-log.js,parseNeonChatLogGroups,4,4
tests/neon-chat-log-writer.test.js,external:node:assert/strict,default:assert,1,1
tests/neon-chat-log-writer.test.js,external:node:test,default:test,2,2
tests/neon-chat-log-writer.test.js,unresolved:../dist/neon-chat-log-writer.js,NeonChatLogWriter|isRetryableNeonError|toNeonChatLogRecord,3,7
tests/neon-client.test.js,external:node:assert/strict,default:assert,1,1
tests/neon-client.test.js,external:node:test,default:test,2,2
tests/neon-client.test.js,unresolved:../dist/neon-client.js,createNeonClient|NeonClientService|readNeonClientConfig|redactNeonError,3,8
tests/observability-contract.test.js,external:node:assert/strict,default:assert,1,1
tests/observability-contract.test.js,external:node:test,test,2,2
tests/observability-contract.test.js,unresolved:../dist/services/developer-mode-service.js,DeveloperModeService,3,3
tests/observability-contract.test.js,unresolved:../dist/services/platform-guardrail-service.js,PlatformGuardrailService,4,4
tests/permissions.test.js,external:node:assert/strict,default:assert,1,1
tests/permissions.test.js,external:node:test,test,2,2
tests/permissions.test.js,external:pino,default:pino,3,3
tests/permissions.test.js,unresolved:../dist/config.js,loadConfig|publicConfig,7,7
tests/permissions.test.js,unresolved:../dist/framework/application.js,ApplicationFramework,4,4
tests/permissions.test.js,unresolved:../dist/framework/plugins/group.js,groupPlugin,6,6
tests/permissions.test.js,unresolved:../dist/permissions.js,createPermissionResolver,5,5
tests/platform-adapter.test.js,external:node:assert/strict,default:assert,2,2
tests/platform-adapter.test.js,external:node:test,default:test,1,1
tests/platform-adapter.test.js,unresolved:../dist/platform/index.js,FrameworkInteractionAdapter|TextInteractionAdapter|menuFromCommands,3,3
tests/platform-buttons.test.js,external:node:assert/strict,default:assert,2,2
tests/platform-buttons.test.js,external:node:test,default:test,1,1
tests/platform-buttons.test.js,unresolved:../dist/platform/index.js,CapabilityAwareButtonAdapter|TextInteractionAdapter,3,3
tests/platform-group-setup.test.js,external:node:assert/strict,default:assert,2,2
tests/platform-group-setup.test.js,external:node:test,default:test,1,1
tests/platform-group-setup.test.js,unresolved:../dist/platform/index.js,GROUP_SETUP_MISSION_ID|InMemoryMissionStore|MissionEngine|createGroupSetupMissionDefinition,3,8
tests/platform-lifecycle.test.js,external:node:assert/strict,default:assert,2,2
tests/platform-lifecycle.test.js,external:node:test,default:test,1,1
tests/platform-lifecycle.test.js,unresolved:../dist/platform/index.js,FeatureLifecycleManager|InMemoryFeatureRegistry,3,3
tests/platform-mission.test.js,external:better-sqlite3,default:Database,3,3
tests/platform-mission.test.js,external:node:assert/strict,default:assert,2,2
tests/platform-mission.test.js,external:node:test,default:test,1,1
tests/platform-mission.test.js,unresolved:../dist/platform/index.js,InMemoryMissionStore|MissionEngine|SqliteMissionStore,4,4
tests/platform-operations.test.js,external:node:assert/strict,default:assert,2,2
tests/platform-operations.test.js,external:node:test,default:test,1,1
tests/platform-operations.test.js,unresolved:../dist/platform/index.js,InMemoryPlatformEventSink|PolicyPermissionEvaluator|runPlatformOperation,3,3
tests/platform-security.test.js,external:node:assert/strict,default:assert,2,2
tests/platform-security.test.js,external:node:test,default:test,1,1
tests/platform-security.test.js,unresolved:../dist/platform/index.js,InMemoryPlatformEventSink|PolicyPermissionEvaluator|isJid|isSafeIdentifier|normalizeText,3,9
tests/platform-sessions.test.js,external:better-sqlite3,default:Database,3,3
tests/platform-sessions.test.js,external:node:assert/strict,default:assert,2,2
tests/platform-sessions.test.js,external:node:test,default:test,1,1
tests/platform-sessions.test.js,unresolved:../dist/platform/index.js,InMemoryInteractionSessionStore|SqliteInteractionSessionStore,4,4
tests/platform.test.js,external:node:assert/strict,default:assert,2,2
tests/platform.test.js,external:node:test,default:test,1,1
tests/platform.test.js,unresolved:../dist/platform/index.js,InMemoryFeatureRegistry|TextInteractionAdapter|isGroupJid,3,3
tests/postgres-monitor.test.js,external:node:assert/strict,default:assert,1,1
tests/postgres-monitor.test.js,external:node:test,default:test,2,2
tests/postgres-monitor.test.js,unresolved:../dist/postgres-monitor.js,PostgresReadOnlyMonitor,3,3
tests/postgres-verifier.test.js,external:node:assert/strict,default:assert,1,1
tests/postgres-verifier.test.js,external:node:test,default:test,2,2
tests/postgres-verifier.test.js,unresolved:../dist/postgres-verifier.js,readPostgresVerificationConfig|redactPostgresError,3,6
tests/r0s-guardrails.test.js,external:better-sqlite3,default:Database,2,2
tests/r0s-guardrails.test.js,external:node:assert/strict,default:assert,1,1
tests/r0s-guardrails.test.js,external:node:fs,mkdtempSync|rmSync,4,4
tests/r0s-guardrails.test.js,external:node:os,tmpdir,5,5
tests/r0s-guardrails.test.js,external:node:path,join,6,6
tests/r0s-guardrails.test.js,external:node:test,test,3,3
tests/r0s-guardrails.test.js,unresolved:../dist/platform/index.js,FixedWindowRateLimiter|GuardrailPolicyRegistry|ProviderCircuitBreaker|SafeActionRegistry,7,12
tests/r0s-guardrails.test.js,unresolved:../dist/services/platform-guardrail-service.js,PlatformGuardrailService,13,13
tests/r1-group-safety.test.js,external:node:assert/strict,default:assert,1,1
tests/r1-group-safety.test.js,external:node:fs,mkdtempSync|rmSync,3,3
tests/r1-group-safety.test.js,external:node:os,tmpdir,4,4
tests/r1-group-safety.test.js,external:node:path,join,5,5
tests/r1-group-safety.test.js,external:node:test,test,2,2
tests/r1-group-safety.test.js,external:pino,default:pino,6,6
tests/r1-group-safety.test.js,unresolved:../dist/framework/application.js,ApplicationFramework,7,7
tests/r1-group-safety.test.js,unresolved:../dist/framework/plugins/group-safety.js,createGroupSafetyPlugin,9,9
tests/r1-group-safety.test.js,unresolved:../dist/permissions.js,createPermissionResolver,8,8
tests/r1-group-safety.test.js,unresolved:../dist/services/group-safety-service.js,GroupSafetyService,10,10
tests/r1-group-safety.test.js,unresolved:../dist/services/platform-guardrail-service.js,PlatformGuardrailService,11,11
tests/r10-onboarding.test.js,external:node:assert/strict,default:assert,1,1
tests/r10-onboarding.test.js,external:node:fs,mkdtempSync|rmSync,3,3
tests/r10-onboarding.test.js,external:node:os,tmpdir,4,4
tests/r10-onboarding.test.js,external:node:path,join,5,5
tests/r10-onboarding.test.js,external:node:test,test,2,2
tests/r10-onboarding.test.js,external:pino,default:pino,6,6
tests/r10-onboarding.test.js,unresolved:../dist/framework/application.js,ApplicationFramework,7,7
tests/r10-onboarding.test.js,unresolved:../dist/framework/plugins/onboarding.js,onboardingPlugin,9,9
tests/r10-onboarding.test.js,unresolved:../dist/permissions.js,createPermissionResolver,8,8
tests/r10-onboarding.test.js,unresolved:../dist/services/onboarding-service.js,OnboardingService,10,10
tests/r10-onboarding.test.js,unresolved:../dist/services/platform-guardrail-service.js,PlatformGuardrailService,11,11
tests/r11-announcement-suggestion.test.js,external:node:assert/strict,default:assert,1,1
tests/r11-announcement-suggestion.test.js,external:node:fs,mkdtempSync|rmSync,3,3
tests/r11-announcement-suggestion.test.js,external:node:os,tmpdir,4,4
tests/r11-announcement-suggestion.test.js,external:node:path,join,5,5
tests/r11-announcement-suggestion.test.js,external:node:test,test,2,2
tests/r11-announcement-suggestion.test.js,external:pino,default:pino,6,6
tests/r11-announcement-suggestion.test.js,unresolved:../dist/framework/application.js,ApplicationFramework,7,7
tests/r11-announcement-suggestion.test.js,unresolved:../dist/framework/plugins/announcement.js,createAnnouncementPlugin,13,13
tests/r11-announcement-suggestion.test.js,unresolved:../dist/services/announcement-service.js,AnnouncementService,8,8
tests/r11-announcement-suggestion.test.js,unresolved:../dist/services/knowledge-service.js,KnowledgeService,9,9
tests/r11-announcement-suggestion.test.js,unresolved:../dist/services/platform-guardrail-service.js,PlatformGuardrailService,10,10
tests/r11-announcement-suggestion.test.js,unresolved:../dist/services/scene-service.js,SceneService,11,11
tests/r11-announcement-suggestion.test.js,unresolved:../dist/services/suggestion-relay-service.js,SuggestionRelayService,12,12
tests/r2-group-moderation.test.js,external:node:assert/strict,default:assert,1,1
tests/r2-group-moderation.test.js,external:node:fs,mkdtempSync|rmSync,3,3
tests/r2-group-moderation.test.js,external:node:os,tmpdir,4,4
tests/r2-group-moderation.test.js,external:node:path,join,5,5
tests/r2-group-moderation.test.js,external:node:test,test,2,2
tests/r2-group-moderation.test.js,external:pino,default:pino,6,6
tests/r2-group-moderation.test.js,unresolved:../dist/services/group-moderation-service.js,GroupModerationService,7,7
tests/r2-group-moderation.test.js,unresolved:../dist/services/platform-guardrail-service.js,PlatformGuardrailService,8,8
tests/r3-collaboration.test.js,external:node:assert/strict,default:assert,1,1
tests/r3-collaboration.test.js,external:node:fs,mkdtempSync|rmSync,3,3
tests/r3-collaboration.test.js,external:node:os,tmpdir,4,4
tests/r3-collaboration.test.js,external:node:path,join,5,5
tests/r3-collaboration.test.js,external:node:test,test,2,2
tests/r3-collaboration.test.js,external:pino,default:pino,6,6
tests/r3-collaboration.test.js,unresolved:../dist/framework/application.js,ApplicationFramework,7,7
tests/r3-collaboration.test.js,unresolved:../dist/framework/plugins/collaboration.js,createCollaborationPlugin,9,9
tests/r3-collaboration.test.js,unresolved:../dist/permissions.js,createPermissionResolver,8,8
tests/r3-collaboration.test.js,unresolved:../dist/services/collaboration-service.js,CollaborationService,10,10
tests/r3-collaboration.test.js,unresolved:../dist/services/platform-guardrail-service.js,PlatformGuardrailService,11,11
tests/r4-knowledge.test.js,external:node:assert/strict,default:assert,1,1
tests/r4-knowledge.test.js,external:node:fs,mkdtempSync|rmSync,3,3
tests/r4-knowledge.test.js,external:node:os,tmpdir,4,4
tests/r4-knowledge.test.js,external:node:path,join,5,5
tests/r4-knowledge.test.js,external:node:test,test,2,2
tests/r4-knowledge.test.js,external:pino,default:pino,6,6
tests/r4-knowledge.test.js,unresolved:../dist/framework/application.js,ApplicationFramework,7,7
tests/r4-knowledge.test.js,unresolved:../dist/framework/plugins/knowledge.js,createKnowledgePlugin,9,9
tests/r4-knowledge.test.js,unresolved:../dist/permissions.js,createPermissionResolver,8,8
tests/r4-knowledge.test.js,unresolved:../dist/services/knowledge-service.js,KnowledgeService,10,10
tests/r4-knowledge.test.js,unresolved:../dist/services/platform-guardrail-service.js,PlatformGuardrailService,11,11
tests/r5-personalization.test.js,external:node:assert/strict,default:assert,1,1
tests/r5-personalization.test.js,external:node:fs,mkdtempSync|rmSync,3,3
tests/r5-personalization.test.js,external:node:os,tmpdir,4,4
tests/r5-personalization.test.js,external:node:path,join,5,5
tests/r5-personalization.test.js,external:node:test,test,2,2
tests/r5-personalization.test.js,external:pino,default:pino,6,6
tests/r5-personalization.test.js,unresolved:../dist/framework/application.js,ApplicationFramework,7,7
tests/r5-personalization.test.js,unresolved:../dist/framework/plugins/personalization.js,createPersonalizationPlugin,9,9
tests/r5-personalization.test.js,unresolved:../dist/permissions.js,createPermissionResolver,8,8
tests/r5-personalization.test.js,unresolved:../dist/services/collaboration-service.js,CollaborationService,10,10
tests/r5-personalization.test.js,unresolved:../dist/services/personalization-service.js,PersonalizationService,11,11
tests/r5-personalization.test.js,unresolved:../dist/services/platform-guardrail-service.js,PlatformGuardrailService,12,12
tests/r6-scene.test.js,external:node:assert/strict,default:assert,1,1
tests/r6-scene.test.js,external:node:fs,mkdtempSync|rmSync,3,3
tests/r6-scene.test.js,external:node:os,tmpdir,4,4
tests/r6-scene.test.js,external:node:path,join,5,5
tests/r6-scene.test.js,external:node:test,test,2,2
tests/r6-scene.test.js,external:pino,default:pino,6,6
tests/r6-scene.test.js,unresolved:../dist/framework/application.js,ApplicationFramework,7,7
tests/r6-scene.test.js,unresolved:../dist/framework/plugins/scene.js,createScenePlugin,9,9
tests/r6-scene.test.js,unresolved:../dist/permissions.js,createPermissionResolver,8,8
tests/r6-scene.test.js,unresolved:../dist/services/platform-guardrail-service.js,PlatformGuardrailService,11,11
tests/r6-scene.test.js,unresolved:../dist/services/scene-service.js,SceneService,10,10
tests/r7-canon.test.js,external:node:assert/strict,default:assert,1,1
tests/r7-canon.test.js,external:node:fs,mkdtempSync|rmSync,3,3
tests/r7-canon.test.js,external:node:os,tmpdir,4,4
tests/r7-canon.test.js,external:node:path,join,5,5
tests/r7-canon.test.js,external:node:test,test,2,2
tests/r7-canon.test.js,external:pino,default:pino,6,6
tests/r7-canon.test.js,unresolved:../dist/framework/application.js,ApplicationFramework,7,7
tests/r7-canon.test.js,unresolved:../dist/framework/plugins/canon.js,createCanonPlugin,9,9
tests/r7-canon.test.js,unresolved:../dist/permissions.js,createPermissionResolver,8,8
tests/r7-canon.test.js,unresolved:../dist/services/canon-service.js,CanonService,10,10
tests/r7-canon.test.js,unresolved:../dist/services/knowledge-service.js,KnowledgeService,11,11
tests/r7-canon.test.js,unresolved:../dist/services/platform-guardrail-service.js,PlatformGuardrailService,12,12
tests/r8-group-governance.test.js,external:node:assert/strict,default:assert,1,1
tests/r8-group-governance.test.js,external:node:fs,mkdtempSync|rmSync,3,3
tests/r8-group-governance.test.js,external:node:os,tmpdir,4,4
tests/r8-group-governance.test.js,external:node:path,join,5,5
tests/r8-group-governance.test.js,external:node:test,test,2,2
tests/r8-group-governance.test.js,external:pino,default:pino,6,6
tests/r8-group-governance.test.js,unresolved:../dist/framework/application.js,ApplicationFramework,7,7
tests/r8-group-governance.test.js,unresolved:../dist/framework/plugins/group-governance.js,createGroupGovernancePlugin,9,9
tests/r8-group-governance.test.js,unresolved:../dist/permissions.js,createPermissionResolver,8,8
tests/r8-group-governance.test.js,unresolved:../dist/services/group-governance-service.js,GroupGovernanceService,10,10
tests/r8-group-governance.test.js,unresolved:../dist/services/platform-guardrail-service.js,PlatformGuardrailService,11,11
tests/r9-event.test.js,external:better-sqlite3,default:Database,7,7
tests/r9-event.test.js,external:node:assert/strict,default:assert,1,1
tests/r9-event.test.js,external:node:fs,mkdtempSync|rmSync,3,3
tests/r9-event.test.js,external:node:os,tmpdir,4,4
tests/r9-event.test.js,external:node:path,join,5,5
tests/r9-event.test.js,external:node:test,test,2,2
tests/r9-event.test.js,external:pino,default:pino,6,6
tests/r9-event.test.js,unresolved:../dist/framework/application.js,ApplicationFramework,8,8
tests/r9-event.test.js,unresolved:../dist/framework/plugins/event.js,createEventPlugin,9,9
tests/r9-event.test.js,unresolved:../dist/services/collaboration-service.js,CollaborationService,11,11
tests/r9-event.test.js,unresolved:../dist/services/event-service.js,EventService,10,10
tests/r9-event.test.js,unresolved:../dist/services/platform-guardrail-service.js,PlatformGuardrailService,12,12
tests/recovery-rehearsal.test.js,external:better-sqlite3,default:Database,2,2
tests/recovery-rehearsal.test.js,external:node:assert/strict,default:assert,1,1
tests/recovery-rehearsal.test.js,external:node:fs,copyFileSync|mkdtempSync|rmSync,3,3
tests/recovery-rehearsal.test.js,external:node:os,tmpdir,4,4
tests/recovery-rehearsal.test.js,external:node:path,join,5,5
tests/recovery-rehearsal.test.js,external:node:test,test,6,6
tests/recovery-rehearsal.test.js,unresolved:../dist/platform/index.js,SqliteMissionStore,7,7
tests/recovery-rehearsal.test.js,unresolved:../dist/services/platform-guardrail-service.js,PlatformGuardrailService,8,8
tests/release-manifest.test.js,external:node:assert/strict,default:assert,1,1
tests/release-manifest.test.js,external:node:child_process,execFileSync,2,2
tests/release-manifest.test.js,external:node:fs,mkdtempSync|mkdirSync|rmSync|writeFileSync,3,3
tests/release-manifest.test.js,external:node:os,tmpdir,5,5
tests/release-manifest.test.js,external:node:path,join,4,4
tests/release-manifest.test.js,external:node:test,default:test,6,6
tests/runtime-acceptance.test.js,external:node:assert/strict,default:assert,2,2
tests/runtime-acceptance.test.js,external:node:test,default:test,1,1
tests/runtime-acceptance.test.js,external:pino,default:pino,3,3
tests/runtime-acceptance.test.js,unresolved:../dist/framework/application.js,ApplicationFramework,4,4
tests/runtime-acceptance.test.js,unresolved:../dist/framework/plugins/menu.js,menuPlugin,5,5
tests/storage.test.js,external:node:assert/strict,default:assert,1,1
tests/storage.test.js,external:node:fs,mkdtempSync|rmSync,2,2
tests/storage.test.js,external:node:os,tmpdir,3,3
tests/storage.test.js,external:node:path,join,4,4
tests/storage.test.js,external:node:test,test,6,6
tests/storage.test.js,external:pino,default:pino,5,5
tests/storage.test.js,unresolved:../dist/config.js,loadConfig,7,7
tests/storage.test.js,unresolved:../dist/storage.js,SqliteStorage,8,8
tests/supabase-character-migration.test.js,external:node:assert/strict,default:assert,1,1
tests/supabase-character-migration.test.js,external:node:child_process,execFileSync,2,2
tests/supabase-character-migration.test.js,external:node:test,default:test,3,3
tests/supabase-read-write.test.js,external:node:assert/strict,default:assert,1,1
tests/supabase-read-write.test.js,external:node:test,default:test,2,2
tests/supabase-read-write.test.js,unresolved:../dist/supabase-read-write.js,createSupabaseReadWriteClient|readSupabaseReadWriteConfig,3,6
tests/upstash-redis.test.js,external:node:assert/strict,default:assert,1,1
tests/upstash-redis.test.js,external:node:test,default:test,2,2
tests/upstash-redis.test.js,unresolved:../dist/upstash-redis.js,UpstashRedisService|readUpstashRedisConfig,3,6
tests/user-friendly-aliases.test.js,external:node:assert/strict,default:assert,2,2
tests/user-friendly-aliases.test.js,external:node:test,test,1,1
tests/user-friendly-aliases.test.js,external:pino,default:pino,3,3
tests/user-friendly-aliases.test.js,unresolved:../dist/framework/plugins/ai.js,createAiPlugin,4,4
tests/user-friendly-aliases.test.js,unresolved:../dist/framework/plugins/canon.js,createCanonPlugin,5,5
tests/user-friendly-aliases.test.js,unresolved:../dist/framework/plugins/collaboration.js,createCollaborationPlugin,6,6
tests/user-friendly-aliases.test.js,unresolved:../dist/framework/plugins/group-governance.js,createGroupGovernancePlugin,7,7
tests/user-friendly-aliases.test.js,unresolved:../dist/framework/plugins/group-moderation.js,createGroupModerationPlugin,8,8
tests/user-friendly-aliases.test.js,unresolved:../dist/framework/plugins/group-safety.js,createGroupSafetyPlugin,9,9
tests/user-friendly-aliases.test.js,unresolved:../dist/framework/plugins/knowledge.js,createKnowledgePlugin,10,10
tests/user-friendly-aliases.test.js,unresolved:../dist/framework/plugins/personalization.js,createPersonalizationPlugin,11,11
tests/user-friendly-aliases.test.js,unresolved:../dist/framework/plugins/scene.js,createScenePlugin,12,12
tests/utility.test.js,external:node:assert/strict,default:assert,2,2
tests/utility.test.js,external:node:test,test,1,1
tests/utility.test.js,external:pino,default:pino,3,3
tests/utility.test.js,unresolved:../dist/framework/command-registry.js,CommandRegistry,4,4
tests/utility.test.js,unresolved:../dist/framework/event-bus.js,EventBus,5,5
tests/utility.test.js,unresolved:../dist/framework/plugins/utility.js,utilityPlugin,7,7
tests/utility.test.js,unresolved:../dist/framework/service-registry.js,ServiceRegistry,6,6
tests/welcome-leave-context.test.js,external:node:assert/strict,default:assert,1,1
tests/welcome-leave-context.test.js,external:node:fs,mkdtempSync|rmSync,2,2
tests/welcome-leave-context.test.js,external:node:os,tmpdir,4,4
tests/welcome-leave-context.test.js,external:node:path,join,3,3
tests/welcome-leave-context.test.js,external:node:test,default:test,5,5
tests/welcome-leave-context.test.js,external:pino,default:pino,6,6
tests/welcome-leave-context.test.js,unresolved:../dist/framework/application.js,ApplicationFramework,7,7
tests/welcome-leave-context.test.js,unresolved:../dist/framework/plugins/group-context.js,createGroupContextPlugin,10,10
tests/welcome-leave-context.test.js,unresolved:../dist/framework/plugins/group.js,groupPlugin,9,9
tests/welcome-leave-context.test.js,unresolved:../dist/framework/plugins/menu.js,menuPlugin,8,8
tests/welcome-leave-context.test.js,unresolved:../dist/framework/plugins/welcome-leave.js,createWelcomeLeavePlugin,11,11
tests/welcome-leave-context.test.js,unresolved:../dist/services/group-configuration-service.js,GroupConfigurationService,13,13
tests/welcome-leave-context.test.js,unresolved:../dist/services/group-context-service.js,GroupContextService,12,12
tests/whatsapp-interaction.test.js,external:node:assert/strict,default:assert,2,2
tests/whatsapp-interaction.test.js,external:node:test,default:test,1,1
tests/whatsapp-interaction.test.js,unresolved:../dist/whatsapp.js,extractButtonId|WhatsAppConnection,3,3
tests/whatsapp-media.test.js,external:node:assert/strict,default:assert,1,1
